Train_id,Train_name,Train_no,Source,Destitnation,Date,Distance(Km),Sc_arr__time,Act_arr_time,Dealy_min,Season,Run_frequency,Total_Delay_Minutes
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-29,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,13.33003552443893
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-03,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,104.10151697472105
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-26,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,34.26250049590632
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-01,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,38.226290192994085
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-05,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,74.33565187535741
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-28,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,53.76408293173983
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-01,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,0.0
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-05-01,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-26,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,48.16102809479777
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-22,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,15.457608783028647
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-12-26,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,126.31345935523026
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-06,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,39.713821360286374
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-24,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,6.756837548336939
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-04-10,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,63.84028443701551
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-02,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,87.51005336969496
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-27,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,3.155145384516441
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-23,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,88.97252347768632
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-01,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,14.802924951241515
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-29,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,37.08954625681132
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-08,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,12.88320536284956
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-24,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,47.52213496401137
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-10,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,110.08259229691339
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-28,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,10.57145517917563
E10,Begampura Express,12238,Varanasi,Jammu,2024-12-23,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,21.668302277441725
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-22,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,77.86325109532967
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-30,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,36.47919481934488
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-31,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,31.784172734970827
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-05-10,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,12.625664286738594
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-04,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,29.77199541625404
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-04,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,26.210996052546488
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-12-26,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,133.81858773690303
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-26,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,51.915949489013464
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-06,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,58.196122892487466
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-04-03,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,82.89320675595404
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-04,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,52.72705983917142
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-05,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,0.0
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-30,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,105.99804615699526
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-22,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,7.733235880018423
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-06,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,69.09835588742797
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-09,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.3619479305079727
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-08,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,58.350900415841885
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-24,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,107.6943523387655
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-05,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,0.0
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-09,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,42.91106104242426
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-31,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,92.85399717727125
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-24,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,44.277072006161404
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-22,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,31.584244382230278
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-24,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,5.120902270528156
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-04,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,15.747945546910572
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-10,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,7.03591172923603
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-02,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,87.47862841450964
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-10,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,65.07435850809061
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-26,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,27.65520545826868
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-22,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,60.88305720694697
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-03,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,85.75301844428277
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-03,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,26.572535994136746
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-31,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,65.93323244709592
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-22,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,19.893351002157736
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-03,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,30.758499601152405
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-21,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2022-01-10,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,25.302773107145143
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-02,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,90.4499555164791
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-05,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,6.469518536615366
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-05,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,34.040767118454795
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-09,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,71.55903995459644
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-26,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,56.14883555575348
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-05-25,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,63.061529886581134
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-05-07,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,11.030227879436625
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-26,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,0.0
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-28,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,20.192167342084893
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-03,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,104.86627552347392
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-22,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,93.02450191607537
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-08,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,46.68351274482744
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-28,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,75.87546962625098
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-02,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,85.94438288743933
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-04,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,8.218906982282647
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-08,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,84.15331288438436
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-02,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,0.0
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-26,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,5.673396795908197
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-05,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-26,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,38.18224331580983
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-04,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,66.72073661743984
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-26,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,32.02608086994762
E10,Begampura Express,12238,Varanasi,Jammu,2024-12-27,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,66.09579055980548
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-01,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,96.979235933386
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-25,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,35.898094725684416
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-10,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,0.0
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-22,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,9.664101091249362
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-05,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,41.511710998058255
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-09,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-07,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,142.25924686188364
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-22,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,43.6857570827424
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-24,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,42.51472453916863
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-23,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,67.70603562219023
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-30,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,61.941538715501125
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-08,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,5.106431197704836
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-01,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,104.29421670378073
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-23,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,22.364013227941754
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-31,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,42.1358580684356
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-22,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,11.773924396493783
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-26,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,30.479032800529776
E8,Begampura Express,12238,Varanasi,Jammu,2023-01-05,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,104.44298762132773
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-27,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,8.006828606017603
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-07,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,21.57440840532438
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-08,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,97.0670633559116
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-10,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,61.10008716379945
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-08,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,47.136022397289594
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-24,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,23.420421500947775
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-06,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,27.197740688226826
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-07,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-04,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,133.1147044687044
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-29,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,82.56127017567067
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-05-29,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,12.534242526593854
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-25,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,86.05708547088418
E1,Begampura Express,12238,Varanasi,Jammu,2016-01-07,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,77.63239701215109
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-09,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,13.901826102300904
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-29,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,82.97745251921182
E4,Begampura Express,12238,Varanasi,Jammu,2018-12-31,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,21.25218063902265
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-10,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,70.03688518592497
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-08,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,28.2569848243362
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-27,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,44.18369056040737
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-27,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,102.67043489396397
E9,Begampura Express,12238,Varanasi,Jammu,2023-12-30,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,13.142491956668772
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-04,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,76.90623944457137
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-30,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,63.502493120051824
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-04,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,33.10899341707863
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-04,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,25.619763640545827
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-29,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,25.298220084061647
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-01,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,0.0
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-02-09,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,8.60384429620234
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-07,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,97.53857007755099
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-27,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,47.264269251724315
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-10,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,43.49472665459061
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-31,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,78.1365442548269
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-28,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,78.93187224420964
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-22,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,27.47567481245644
E3,Begampura Express,12238,Varanasi,Jammu,2018-01-08,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,73.21480184142052
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-01,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,11.185833215040073
E5,Begampura Express,12238,Varanasi,Jammu,2019-12-23,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,39.20962141872819
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-10,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-22,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,40.927088878850014
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-22,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,102.30527010863648
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-10,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,30.26564383532223
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-05,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,66.28896135610485
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-25,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,74.3136486989547
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-22,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,46.08723152279641
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-07,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,24.825404279199066
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-05-01,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,5.955389990781727
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-03-27,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,25.39758976940381
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-05,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,142.46976244611417
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-06-29,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,56.32951298424777
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-10,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,7.2322155911116255
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-04-05,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,61.40380008720157
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-22,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,89.50403199721791
E2,Begampura Express,12238,Varanasi,Jammu,2017-01-09,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,39.01659314928391
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-22,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,121.2733917163171
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-10,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,0.0
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-10,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,12.972620921452972
E6,Begampura Express,12238,Varanasi,Jammu,2021-06-30,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,5.416220794348261
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-27,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,48.81386132092864
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-24,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,74.62308963350674
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-02,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,0.0
E10,Begampura Express,12238,Varanasi,Jammu,2025-01-03,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,51.45175267736306
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-02-02,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,104.14251810110153
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-06-30,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,40.90141439586542
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-05,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,19.85631585088776
G4,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2019-04-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,1.6529389128227017
G5,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2020-04-06,1754,10:00:00,10:20:00,00:20:00,Winter,Weekly,15.565270567741937
G6,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2021-01-30,1754,10:00:00,10:10:00,00:10:00,Winter,Weekly,0.0
G7,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2022-01-06,1754,10:00:00,12:00:00,02:00:00,Winter,Weekly,107.47867249076228
G8,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2023-07-06,1754,10:00:00,11:00:00,01:00:00,Winter,Weekly,45.34828720523663
G9,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2024-06-07,1754,10:00:00,10:35:00,00:35:00,Winter,Weekly,19.804034943310533
G10,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2025-03-25,1754,10:00:00,11:15:00,01:15:00,Winter,Weekly,79.84950926760723
E1,Begampura Express,12238,Varanasi,Jammu,2015-12-26,1260,06:30:00,07:45:00,01:15:00,Winter,Daliy,101.14850144675859
E2,Begampura Express,12238,Varanasi,Jammu,2016-12-30,1260,06:30:00,06:50:00,00:20:00,Winter,Daliy,42.092479110080774
E3,Begampura Express,12238,Varanasi,Jammu,2017-12-24,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,72.78671053808033
E4,Begampura Express,12238,Varanasi,Jammu,2019-01-05,1260,06:30:00,06:40:00,00:10:00,Winter,Daliy,21.901616926007
E5,Begampura Express,12238,Varanasi,Jammu,2020-01-05,1260,06:30:00,07:00:00,00:30:00,Winter,Daliy,37.073628029405
E6,Begampura Express,12238,Varanasi,Jammu,2021-07-01,1260,06:30:00,06:35:00,00:05:00,Winter,Daliy,0.0
E7,Begampura Express,12238,Varanasi,Jammu,2021-12-31,1260,06:30:00,07:10:00,00:40:00,Winter,Daliy,34.30948323350493
E8,Begampura Express,12238,Varanasi,Jammu,2022-12-28,1260,06:30:00,08:00:00,01:30:00,Winter,Daliy,88.39220133703836
E9,Begampura Express,12238,Varanasi,Jammu,2024-01-10,1260,06:30:00,06:45:00,00:15:00,Winter,Daliy,23.105034669444073
E10,Begampura Express,12238,Varanasi,Jammu,2024-12-29,1260,06:30:00,07:20:00,00:50:00,Winter,Daliy,32.49329861502649
G1,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2016-01-22,1754,10:00:00,11:20:00,01:20:00,Winter,Weekly,75.8597828767671
G2,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2017-07-01,1754,10:00:00,10:45:00,00:45:00,Winter,Weekly,67.19077025144215
G3,Gorakhpur-pune Weekly Express,15029,Gorakhpur,Pune,2018-06-06,1754,10:00:00,10:30:00,00:30:00,Winter,Weekly,34.365979325826856
